"district","school","pga","soil","building","type","built"
"Federal Way","Mark Twain Elementary",53.81,"Very Dense Soil and Soft Rock","Gym (C) Building - AA Area A","Permanent",1968
"Federal Way","Mark Twain Elementary",53.81,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1968
"Federal Way","Mark Twain Elementary",53.81,"Very Dense Soil and Soft Rock","Portable 1","Portable",1990
"Federal Way","Mark Twain Elementary",53.81,"Very Dense Soil and Soft Rock","Portable 2","Portable",1990
"Federal Way","Meredith Hill Elementary",52.56,"Very Dense Soil and Soft Rock","Meredith Hill","Permanent",1995
"Federal Way","Meredith Hill Elementary",52.56,"Very Dense Soil and Soft Rock","Portable Building 301","Portable",2000
"Federal Way","Meredith Hill Elementary",52.56,"Very Dense Soil and Soft Rock","Portable Building 302","Portable",2000
"Federal Way","Meredith Hill Elementary",52.56,"Very Dense Soil and Soft Rock","Portable Building 303","Portable",2000
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Main Building","Permanent",1995
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 132","Portable",1999
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 133","Portable",1999
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 134","Portable",1999
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 135","Portable",1999
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 136","Portable",1999
"Federal Way","Mirror Lake Elementary",53.38,"Very Dense Soil and Soft Rock","Portable 137","Portable",1999
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Administrative Bldg - AA Area ""F""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Multipurpose Rm Bldg - AA Area ""E""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Rooms 1-6 Bldg - AA Area ""G""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Rooms 15-20 Bldg - AA Area ""H""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Rooms 22-25 Bldg - AA Area ""B""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Rooms 7-14 Bldg - AA Areas ""A,C,D""","Permanent",1968
"Federal Way","Nautilus K-8",53.89,"Very Dense Soil/Soft Rock - Firm Soil","Music Portable","Portable",1968
"Federal Way","Norman Center",,"","Main Building","Permanent",1995
"Federal Way","Nutrition Services Building (old)",,"","Nutrition Services Building","Permanent",1964
"Federal Way","Olympic View Elementary",53.38,"Very Dense Soil and Soft Rock","Main Building","Permanent",1962
"Federal Way","Olympic View Elementary",53.38,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1962
"Federal Way","Olympic View Elementary",53.38,"Very Dense Soil and Soft Rock","P1","Portable",1996
"Federal Way","Olympic View Elementary",53.38,"Very Dense Soil and Soft Rock","P2","Portable",1996
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Panther Lake","Permanent",2009
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Play Shed","Permanent",2010
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Portable 166","Portable",2011
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Portable 167","Portable",2011
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Portable 168","Portable",2015
"Federal Way","Panther Lake Elementary",52.68,"Very Dense Soil and Soft Rock","Portable 169","Portable",2015
"Federal Way","Rainier View Elementary",52.01,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1992
"Federal Way","Rainier View Elementary",52.01,"Very Dense Soil and Soft Rock","Rainier View","Permanent",1992
"Federal Way","Rainier View Elementary",52.01,"Very Dense Soil and Soft Rock","Portable 1","Portable",1994
"Federal Way","Rainier View Elementary",52.01,"Very Dense Soil and Soft Rock","Portable 2","Portable",1994
"Federal Way","Rainier View Elementary",52.01,"Very Dense Soil and Soft Rock","Portable 3","Portable",1994
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","100 Building - AA Area A","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","200 Building - AA Area E","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","300 Building/Cafeteria - AA Area F","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","400 Building - AA Areas G and H","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","600/700/800 Building - AA Areas I, J and K","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","900 Building - AA Area L","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","Gym (500) Building - AA Areas M, N and O","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","Main Office Building - AA Areas B, C and D","Permanent",1966
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","900 Portable","Portable",2002
"Federal Way","Sacajawea Middle",53.41,"Very Dense Soil and Soft Rock","Weight Room Portable","Portable",2002
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Concessions Building","Permanent",1992
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Saghalie","Permanent",1994
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Portable 1","Portable",1998
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Portable 2","Portable",1998
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Portable 3","Portable",1998
"Federal Way","Saghalie Middle",53,"Very Dense Soil and Soft Rock","Portable 4","Portable",1998
"Federal Way","Sequoyah Middle",52.01,"Very Dense Soil and Soft Rock","Main Building","Permanent",2004
"Federal Way","Sequoyah Middle",52.01,"Very Dense Soil and Soft Rock","Portable 101","Portable",2009
"Federal Way","Sequoyah Middle",52.01,"Very Dense Soil and Soft Rock","Portable 102","Portable",2009
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Headstart - Not owned by FWPS","Permanent",1991
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Main Building","Permanent",1991
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1991
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Portable 114","Portable",1992
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Portable 115","Portable",1992
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Portable 214","Portable",1992
"Federal Way","Sherwood Forest Elementary",52.88,"Very Dense Soil and Soft Rock","Portable 215","Portable",1992
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1990
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Play Shed","Permanent",1990
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Portable 214","Portable",1996
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Portable 215","Portable",1996
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Portable 216","Portable",1996
"Federal Way","Silver Lake Elementary",53.56,"Very Dense Soil/Soft Rock - Firm Soil","Portable 217","Portable",1996
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Main Building","Permanent",1957
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1958
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Portable 124","Portable",1992
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Portable 125","Portable",1992
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Portable 126","Portable",1992
"Federal Way","Star Lake Elementary",53.77,"Very Dense Soil and Soft Rock","Portable 127","Portable",1992
"Federal Way","Sunnycrest Elementary",54.89,"Very Dense Soil and Soft Rock","Main Building","Permanent",2010
"Federal Way","Sunnycrest Elementary",54.89,"Very Dense Soil and Soft Rock","Portable 152","Portable",2011
"Federal Way","Sunnycrest Elementary",54.89,"Very Dense Soil and Soft Rock","Portable 153","Portable",2011
"Federal Way","Sunnycrest Elementary",54.89,"Very Dense Soil and Soft Rock","Portable 154","Portable",2011
"Federal Way","Sunnycrest Elementary",54.89,"Very Dense Soil and Soft Rock","Portable 155","Portable",2011
"Federal Way","Technology Access Foundation Academy",,"","Portable 1","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 2","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 3","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 4","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 5","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 6","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 7","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 8","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Portable 9","Portable",2010
"Federal Way","Technology Access Foundation Academy",,"","Quad","Portable",2007
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","A Building - AA Areas ""L - T""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","B/C Building - AA Area ""K""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","D Building - AA Building ""J""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","E Building - AA Area ""A""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","F Building - AA Area ""B""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","G Building - AA Area ""H""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","H Building - AA Area ""I""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","I Building - AA Area ""C""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","J Building - AA Area ""D""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","K Building - AA Area ""E""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","L Building - AA Areas ""F,G,U,V,W,X""","Permanent",1968
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 1","Portable",1996
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 10","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 2","Portable",1996
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 3","Portable",1996
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 4","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 5","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 6","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 7","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 8","Portable",2008
"Federal Way","Thomas Jefferson High",53.04,"Very Dense Soil and Soft Rock","Portable 9","Portable",2008
"Federal Way","Todd Beamer High",52.31,"Very Dense Soil and Soft Rock","Todd Beamer","Permanent",2003
"Federal Way","Todd Beamer High",52.31,"Very Dense Soil and Soft Rock","Portable 1","Portable",2006
"Federal Way","Todd Beamer High",52.31,"Very Dense Soil and Soft Rock","Portable 2","Portable",2006
"Federal Way","Todd Beamer High",52.31,"Very Dense Soil and Soft Rock","Portable 3","Portable",2006
"Federal Way","Todd Beamer High",52.31,"Very Dense Soil and Soft Rock","Portable 4","Portable",2006
"Federal Way","Totem Middle",53.92,"Very Dense Soil and Soft Rock","Totem","Permanent",1962
"Federal Way","Truman Career Academy Campus",52.77,"Very Dense Soil and Soft Rock","Truman","Permanent",2005
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","A Building - AA Area ""B""","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","B Building - AA Area ""A""","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","C Building - AA Area ""C""","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","D/E Building - AA Area ""A""","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Gymnasium Bldg - AA Area ""E""","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1968
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Storage Shed","Permanent",1965
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Portable 1","Portable",1991
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Portable 2","Portable",1991
"Federal Way","Twin Lakes Elementary",53.75,"Very Dense Soil and Soft Rock","Portable 3","Portable",1991
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Play Shed","Permanent",2010
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Valhalla","Permanent",2009
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Portable 301","Portable",2011
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Portable 302","Portable",2011
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Portable 303","Portable",2011
"Federal Way","Valhalla Elementary",53.28,"Very Dense Soil and Soft Rock","Portable 304","Portable",2011
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Main Building","Permanent",1966
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1967
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Portable Building 109","Portable",1996
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Portable Building 110","Portable",1996
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Portable Building 111","Portable",1996
"Federal Way","Wildwood Elementary",53.11,"Very Dense Soil and Soft Rock","Portable Building 213","Portable",1996
"Federal Way","Woodmont K-8",54.44,"Very Dense Soil and Soft Rock","Main Building","Permanent",1959
"Federal Way","Woodmont K-8",54.44,"Very Dense Soil and Soft Rock","Play Shed","Permanent",1960
"Federal Way","Woodmont K-8",54.44,"Very Dense Soil and Soft Rock","Portable 450","Portable",2000
"Federal Way","Woodmont K-8",54.44,"Very Dense Soil and Soft Rock","Portable 451","Portable",2000
"Federal Way","Woodmont K-8",54.44,"Very Dense Soil and Soft Rock","Portable 452","Portable",2000
"Ferndale","Beach Elementary",45.66,"Firm Soil","Bus Garage and Annex","Permanent",1979
"Ferndale","Beach Elementary",45.66,"Firm Soil","Main Building","Permanent",1919
"Ferndale","Cascadia Elementary",43.87,"Firm Soil","Main Building","Permanent",2008
"Ferndale","Central Elementary",40.01,"Firm Soil - Soft Soil","Main Building","Permanent",1925
"Ferndale","Central Elementary",40.01,"Firm Soil - Soft Soil","Portable 1","Portable",1990
"Ferndale","Central Elementary",40.01,"Firm Soil - Soft Soil","Portable 2","Portable",1990
"Ferndale","Custer Elementary",41.58,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1936
"Ferndale","Eagleridge Elementary",43.96,"Firm Soil","Main Building","Permanent",1994
"Ferndale","Eagleridge Elementary",43.96,"Firm Soil","Portable 1","Portable",1995
"Ferndale","Eagleridge Elementary",43.96,"Firm Soil","Portable 2","Portable",1995
"Ferndale","Eagleridge Elementary",43.96,"Firm Soil","Portable 3","Portable",1995
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Aquaculture","Permanent",1997
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","400 Wing","Permanent",1970
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","500 Wing","Permanent",1950
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","600 Wing-Old Main/Library","Permanent",1930
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Auto Shop","Permanent",1992
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Bus Garage","Permanent",1960
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Cafeteria","Permanent",1960
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Concession Stand","Permanent",1970
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","District Warehouse","Permanent",1980
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Fieldhouse","Permanent",1992
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Fine Arts Building","Permanent",1970
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Greenhouse","Permanent",1988
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Gym","Permanent",1950
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Maintenance Building","Permanent",1992
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Vocational Building","Permanent",1945
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Weight Room","Permanent",2007
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Track Storage","Permanent",1990
"Ferndale","Ferndale High",41.81,"Very Dense Soil/Soft Rock - Firm Soil","Football Grandstands","Permanent",1955
"Ferndale","Horizon Middle",43.97,"Firm Soil","Main Building","Permanent",2001
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Upper Wing","Permanent",1969
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Portable 1","Portable",1990
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Portable 2","Portable",1990
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Portable M","Portable",1990
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Portable 3","Portable",1980
"Ferndale","Mountain View Elementary",43.91,"Firm Soil","Lower Wing","Permanent",1960
"Ferndale","Skyline Elementary",43.79,"Firm Soil","Elementary School Main Building","Permanent",1980
"Ferndale","Vista Middle",43.8,"Firm Soil","Administration Building","Permanent",1973
"Ferndale","Vista Middle",43.8,"Firm Soil","Main Building","Permanent",1970
"Ferndale","Windward High School-Repurposed",41.63,"Very Dense Soil/Soft Rock - Firm Soil","Main","Permanent",1938
"Fife","Columbia Junior High",50.16,"Firm Soil - Soft Soil","Portable 1","Portable",2007
"Fife","Columbia Junior High",50.16,"Firm Soil - Soft Soil","Portable 2","Portable",2007
"Fife","Columbia Junior High",50.16,"Firm Soil - Soft Soil","Main Building","Permanent",2003
"Fife","Columbia Junior High",50.16,"Firm Soil - Soft Soil","Concession Building with Restrooms","Permanent",2004
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 1","Portable",2014
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 5","Portable",1990
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 6","Portable",1998
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Main Building K-1","Permanent",1992
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 2","Portable",2014
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 4","Portable",1991
"Fife","Discovery Primary",51.95,"Very Dense Soil and Soft Rock","Portable 3","Portable",1994
"Fife","Endeavour Intermediate",51.95,"Very Dense Soil and Soft Rock","Portable","Portable",1999
"Fife","Endeavour Intermediate",51.95,"Very Dense Soil and Soft Rock","300 Wing","Permanent",1992
"Fife","Endeavour Intermediate",51.95,"Very Dense Soil and Soft Rock","East Building","Permanent",1970
"Fife","Endeavour Intermediate",51.95,"Very Dense Soil and Soft Rock","West Building","Permanent",1951
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building XI District Administration","Permanent",1932
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building II East Fife High","Permanent",1932
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building III Portable 4","Portable",1990
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building IV 400 Library","Permanent",1950
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building VII 700 Cafeteria","Permanent",1963
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building X Stadium","Permanent",1963
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building V 500 Main","Permanent",1950
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building III Portable 3","Portable",1990
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building III Portable 2","Portable",1990
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building VI 600 Gyms","Permanent",1956
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building IX 900 Science","Permanent",1970
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building III Portable 1","Portable",1990
"Fife","Fife High",50.17,"Firm Soil - Soft Soil","Building VIII 800 Shop","Permanent",1963
"Fife","Hedden Elementary",51.61,"Very Dense Soil and Soft Rock","Portable P2-A/P2-B","Portable",2007
"Fife","Hedden Elementary",51.61,"Very Dense Soil and Soft Rock","Portable P1-A/P1-B","Portable",2007
"Fife","Hedden Elementary",51.61,"Very Dense Soil and Soft Rock","Main Building","Permanent",2001
"Fife","Surprise Lake Middle",51.92,"Very Dense Soil and Soft Rock","Portable 2","Portable",1993
"Fife","Surprise Lake Middle",51.92,"Very Dense Soil and Soft Rock","Main Building","Permanent",1970
"Fife","Surprise Lake Middle",51.92,"Very Dense Soil and Soft Rock","Portable 1","Portable",1993
"Fife","Surprise Lake Middle",51.92,"Very Dense Soil and Soft Rock","Gym Building","Permanent",1970
"Finley","Finley Elementary",20.54,"Very Dense Soil and Soft Rock","Primary Building","Permanent",1993
"Finley","Finley Middle",20.38,"Very Dense Soil and Soft Rock","Main Building","Permanent",1962
"Finley","River View High",20.39,"Very Dense Soil and Soft Rock","Ag Shop","Permanent",1958
"Finley","River View High",20.39,"Very Dense Soil and Soft Rock","Alternative building","Permanent",1958
"Finley","River View High",20.39,"Very Dense Soil and Soft Rock","Greenhouses","Permanent",1999
"Finley","River View High",20.39,"Very Dense Soil and Soft Rock","Mainbuilding","Permanent",1978
"Finley","River View High",20.39,"Very Dense Soil and Soft Rock","Ag Shop Portable","Portable",1992
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","100/200 Building","Permanent",1957
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","Portable 1","Portable",2001
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","600 Building","Permanent",1962
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","700 Building","Permanent",1994
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",2010
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","300/400 Building","Permanent",1957
"Franklin Pierce","Brookdale Elementary",52.99,"Very Dense Soil/Soft Rock - Firm Soil","500- Multipurpose Building","Permanent",1957
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 6","Portable",1995
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","300 Building","Permanent",1966
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","100 Building","Permanent",1927
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 2","Portable",1996
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","200 Building Gym","Permanent",1956
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 1","Portable",1996
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 5","Portable",1995
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 3","Portable",2000
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 4","Portable",2000
"Franklin Pierce","Central Avenue Elementary",52.07,"Very Dense Soil and Soft Rock","Portable 7","Portable",2012
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","600 Building","Permanent",1990
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","300/400 Building","Permanent",1956
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","Playshed","Permanent",2011
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","Portable P1","Portable",1999
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","Portable P2","Portable",1999
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","500 Building ","Permanent",1956
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","700 Building (Modular)","Portable",1996
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","100/200 Building","Permanent",1956
"Franklin Pierce","Christensen Elementary",53.18,"Very Dense Soil/Soft Rock - Firm Soil","Portable P3","Portable",1999
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","Portable 2","Portable",2012
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","100 Building","Permanent",1935
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","Portable 1","Portable",2000
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","Portable 3","Portable",2014
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","300 Building","Permanent",1965
"Franklin Pierce","Collins Elementary",51.92,"Very Dense Soil and Soft Rock","200 Building","Permanent",1962
"Franklin Pierce","Early Learning Center",,"","Early Learning Center","Permanent",1959
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","Portable 2","Portable",1995
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","300 Building","Permanent",1965
"Franklin Pierce","Elmhurst Elementary",52.84,"Very Dense Soil/Soft Rock - Firm Soil","100 Building","Permanent",1964
